Open,High,Low,Close,Volume,Symbol,MA50,MA200,ATR,RSI,Price_Momentum,Volume_Change,MACD,Bollinger_High,Bollinger_Low,Stoch_%K,Stoch_%D,Keltner_High,Keltner_Low,Keltner_Middle,Rolling_Mean,Rolling_Std,Z-Score,Williams_%R,Symbol_Encoded,Date,Day_Sin,Day_Cos,Month_Sin,Month_Cos,Close_Diff,Predicted_Label,Entry_Price,Stop_Loss,Take_Profit,Position_Size,Time_Horizon,Action
30.8,30.8,30.12,30.24,1706.0,VLGEA,31.344399999999997,31.877949999999995,0.28414814050070775,32.23706433996895,-3.2629558541266896,-0.18334131163236,-0.10042508865336669,31.9619777774731,30.342022222526897,8.275862068965345,16.039870689655153,31.381666666666668,30.91766666666667,31.14966666666667,31.151999999999997,0.41550983267872327,-2.19489390689141,-91.72413793103465,32,2024-10-03 12:00:00-04:00,0.5712682150947923,0.8207634412072763,-0.8660254037844386,0.5000000000000001,-0.3100000000000023,1,30.24,29.671703718998582,31.092444421502123,10,Short-term,Buy
29.25,29.25,29.25,29.25,100.0,VLGEA,30.441399999999998,31.2517,0.21992482878756206,28.304026079940485,-3.751233958538995,-0.9869212660214491,-0.10677742501269047,31.011959446987035,29.255040553012975,7.352941176470677,4.831932773109313,30.292166666666663,29.994166666666672,30.143166666666666,30.133500000000005,0.45064018789669485,-1.9605441852037826,-92.64705882352932,32,2024-10-22 11:00:00-04:00,-0.9680771188662041,-0.2506525322587213,-0.8660254037844386,0.5000000000000001,0.0,1,29.25,28.810150342424876,29.909774486362686,10,Short-term,Buy
30.49,31.3,30.49,31.26,5760.0,VLGEA,29.0592,30.136599999999998,0.3602460828835538,81.08086964464937,7.570543702684112,-0.2857142857142857,0.17555056391467627,30.17842746747439,27.941572532525615,98.40637450199206,94.87109035123869,29.267666666666663,28.788666666666664,29.028166666666664,29.060000000000002,0.5737411850030718,3.8344815702714814,-1.5936254980079332,32,2024-11-06 09:30:00-05:00,0.9377521321470804,0.3473052528448203,-0.5000000000000004,0.8660254037844384,2.0400000000000027,-1,31.26,31.98049216576711,30.17926175134934,10,Short-term,Sell Short
31.53,32.22,31.49,31.63,5002.0,VLGEA,29.0962,30.136799999999997,0.4030856483918712,82.94400968086235,9.295093296475459,-0.13159722222222225,0.2689438140159838,30.774648684714087,27.640351315285912,82.79883381924199,89.13736829098603,29.450166666666668,28.925166666666666,29.187666666666665,29.2075,0.8039303125076875,3.0133208840496786,-17.201166180758015,32,2024-11-06 10:00:00-05:00,0.9377521321470804,0.3473052528448203,-0.5000000000000004,0.8660254037844384,0.36999999999999744,-1,31.63,32.43617129678374,30.420743054824385,10,Short-term,Sell Short
31.88,32.48,31.88,32.45,1954.0,VLGEA,29.1556,30.140949999999997,0.4350081020781659,86.18992495168024,12.08981001727117,-0.6093562574970012,0.36454138962612326,31.480998255953317,27.324001744046676,99.18699186991886,93.46406673038432,29.650166666666667,29.089166666666664,29.369666666666667,29.402499999999996,1.0662471077274265,2.8581554668836335,-0.8130081300811396,32,2024-11-06 11:00:00-05:00,0.9377521321470804,0.3473052528448203,-0.5000000000000004,0.8660254037844384,0.8200000000000038,-1,32.45,33.32001620415633,31.144975693765506,10,Short-term,Sell Short
33.45,33.98,33.45,33.98,12308.0,VLGEA,31.2206,30.341549999999998,0.35828157867248345,71.30921046714566,2.287778446718838,5.181818181818182,-0.05315449527346039,33.71501420440155,32.30698579559846,100.0,90.55118110236204,33.257,32.765,33.011,33.011,0.3611516666382196,2.6830832847039883,-0.0,32,2024-11-12 09:30:00-05:00,0.6513724827222223,-0.758758122692791,-0.5000000000000004,0.8660254037844384,0.8200000000000003,-1,33.98,34.69656315734496,32.90515526398255,10,Short-term,Sell Short
74.65,76.35,74.43,75.79,22400.0,CCOI,72.76140000000001,72.0583,0.7937462370621972,72.38808098244456,3.992864983534593,1.8684850813164298,0.17869196743343618,75.46186956021894,72.05813043978107,85.26315789473715,85.6987913132586,74.50800000000001,72.949,73.7285,73.76,0.8730406634286596,2.325206700026616,-14.736842105262856,2,2024-09-27 10:00:00-04:00,-0.72479278722912,0.6889669190756865,-1.0,-1.8369701987210297e-16,1.0100000000000051,-1,75.79,77.3774924741244,73.40876128881341,10,Short-term,Sell Short
77.33,78.29,76.93,78.13,10883.0,CCOI,75.9302,72.61545,0.6999675852111056,66.26788420647034,2.4790136411332644,-0.8543788051113936,0.08842031597786965,77.60061635956461,75.1683836404354,93.93939393939353,78.89660612920373,77.03983333333335,75.68083333333334,76.36033333333333,76.3845,0.623854529264949,2.797927911265808,-6.060606060606468,2,2024-10-08 09:30:00-04:00,0.9987165071710528,-0.05064916883871264,-0.8660254037844386,0.5000000000000001,1.2299999999999898,-1,78.13,79.5299351704222,76.03009724436667,10,Short-term,Sell Short
78.18,78.7,78.13,78.52,18573.0,CCOI,76.05279999999999,72.667,0.6754312341871272,68.55105955968169,3.166469583497565,0.14161903005716403,0.1814603295751242,78.25552598489782,75.0324740151022,94.09836065573748,94.02993306826552,77.298,75.928,76.613,76.644,0.8266953871639302,2.2692759983043036,-5.901639344262525,2,2024-10-08 11:00:00-04:00,0.9987165071710528,-0.05064916883871264,-0.8660254037844386,0.5000000000000001,0.3399999999999892,-1,78.52,79.87086246837426,76.49370629743862,10,Short-term,Sell Short
78.6,79.07,78.57,78.92,15902.0,CCOI,76.1038,72.69735,0.6664718603166179,70.75746891671676,2.8273615635179175,-0.14381090830775856,0.22038104388801127,78.62270826378203,75.00329173621797,95.61403508771953,94.5881467843742,77.47433333333333,76.08033333333333,76.77733333333333,76.813,0.9283607511149871,2.269591855826987,-4.3859649122804685,2,2024-10-08 12:00:00-04:00,0.9987165071710528,-0.05064916883871264,-0.8660254037844386,0.5000000000000001,0.4000000000000057,-1,78.92,80.25294372063324,76.92058441905014,10,Short-term,Sell Short
